x,y
685689.9334,6085133.846
686438.7366,6085512.556
686412.5645,6085877.527
685086.8393,6085221.136
688078.5596,6084710.541
688107.9175,6084908.825
684993.9995,6085785.252
688192.5455,6085871.619
685096.1203,6087601.587
687326.6821,6084919.274
686771.3971,6084088.464
685750.0966,6084130.251
687130.5036,6085585.319
686617.815,6087435.86
688405.3998,6087005.701
687069.8721,6084020.17
687631.7756,6085565.071
687240.606,6085053.01
688300.5113,6085065.668
688016.9161,6086254.185
688528.2436,6083619.766
686480.3591,6085579.272
686893.7678,6084544.145
685709.8161,6087262.736
685029.6187,6084620.559
686354.3729,6085778.424
688297.3874,6086941.469
687548.7461,6083805.02
687381.4717,6086404.83
686324.3735,6083799.155
687766.0975,6085339.499
685629.9734,6085760.907
687923.7571,6084077.618
687671.3861,6084107.163
685009.2394,6087523.886
684740.2984,6087488.332
687138.8985,6086646.045
686404.1934,6087356.835
688227.7784,6087225.529
685454.9065,6086477.296
687898.6657,6083723.823
685420.5451,6085174.59
688180.7834,6086647.426
686727.2856,6083855.397
686204.062,6083818.506
686083.8033,6084897.369
687777.4923,6086146.53
688176.1646,6085417.873
688632.0397,6083627.103
684773.5134,6086420.743
686290.8136,6087139.715
687169.7008,6085548.309
686496.2852,6085610.917
686934.2022,6083965.589
687227.1961,6084742.809
685226.5845,6086069.391
687210.9576,6083991.949
686884.0379,6087225.713
685462.4181,6087338.088
688586.1434,6085348.741
684963.9319,6085810.832
687156.6238,6085325.812
686274.7411,6086630.607
686655.8361,6085931.898
685975.1107,6084644.977
685373.608,6084170.649
687911.7194,6084238.704
686629.1156,6087070.266
686296.0331,6086425.815
686307.7855,6086277.728
686214.8953,6083775.995
686914.9124,6087546.226
685333.5286,6084517.812
688335.6633,6086779.302
686372.6175,6083757.955
688021.4468,6086661.332
686783.8155,6084605.437
687659.1809,6086594.598
684951.8186,6086861.536
687363.007,6083689.2
684771.2299,6083937.432
686308.9788,6085546.393
688637.3027,6086718.709
686389.5848,6086964.253
688415.5273,6084978.541
686193.9751,6086954.945
686184.4931,6087154.973
688409.452,6086089.02
685894.669,6087368.364
684823.3844,6084588.186
688019.3637,6086031.855
688292.4665,6087589.772
687714.881,6085622.546
684947.1198,6084356.831
687038.2232,6086330.281
684912.2359,6087425.043
685654.5225,6086916.143
685477.5264,6086678.073
685444.213,6084931.134
686431.0215,6086674.113
686801.0603,6085816.422
688113.5491,6086280.636
686483.0349,6086393.8
685573.8536,6085403.488
684934.2713,6087201.429
686799.6433,6084881.966
688393.2285,6084358.659
688263.9999,6086957.745
687323.3227,6086139.899
687534.2502,6083983.392
685281.0994,6084241.087
684687.9946,6086971.04
684957.7188,6084317.975
686697.3423,6083718.498
684873.3422,6084986.457
688645.7331,6084867.424
684907.5618,6085731.782
686199.1541,6083947.9
687416.2502,6084412.638
685775.6055,6085368.32
687243.3515,6087216.406
687786.0022,6084636.476
687690.6589,6084771.18
686668.4823,6085860.774
686623.1128,6084480.861
686967.5877,6084146.374
688558.6722,6086359.99
685124.7549,6085503.867
687292.811,6084988.423
684753.0927,6085457.054
688092.0494,6084457.42
684896.9165,6085375.481
685641.8497,6086623.284
684773.5378,6086385.832
686608.6054,6084754.95
685172.596,6084745.411
686169.6258,6085233.568
687441.3928,6086589.52
686493.8014,6086247.484
686776.4099,6087148.484
685943.0397,6084747.031
688534.3849,6085374.917
684929.955,6085290.042
687839.2038,6086110.301
688300.795,6084279.379
686220.1972,6086720.765
685616.2713,6084923.742
685113.046,6084471.736
688219.2887,6085541.329
685416.1243,6084828.404
688598.6117,6083840.05
686202.3057,6084010.452
685796.8758,6084875.065
685517.0999,6086977.302
688655.4937,6087091.18
687614.4314,6083721.112
685057.5119,6084879.749
688083.9735,6084305.68
685823.1319,6084960.288
685780.2241,6087351.668
684863.6581,6085974.787
684697.5843,6085200.766
688012.2356,6084651.153
687606.3435,6084959.163
687663.8726,6084027.07
686096.8479,6085063.405
685260.3648,6084802.485
686120.8341,6084627.388
687124.7507,6085702.626
684898.0628,6085209.238
684947.1047,6085072.021
685180.8538,6086388.508
687658.0323,6087187.953
685702.2972,6084523.305
685379.4616,6087539.465
688458.796,6084277.606
684691.9359,6084678.971
687746.162,6084144.462
687787.1944,6086373.21
687278.2807,6086765.415
688190.5713,6085614.209
684790.6397,6086258.994
684787.5615,6083963.736
685208.007,6085893.215
687761.3019,6085755.48
687889.7012,6083932.883
686496.0246,6083950.118
685947.6102,6086086.675
686097.8662,6086655.088
686559.6724,6084195.58
688392.5309,6086999.21
687304.0213,6086932.027
684754.1972,6084929.247
685369.3807,6087533.536
685225.83,6083837.371
688537.6901,6083756.082
686811.7217,6086749.704
688382.0085,6084209.901
686019.2614,6084222.629
687917.7909,6086736.554
686642.6895,6086909.614
687939.0966,6087261.629
686185.6045,6084770.345
687613.1849,6085193.628
685587.6558,6086425.4
686104.2265,6086539.526
685710.6036,6085264.922
686264.7065,6086930.448
685600.4422,6083713.249
685483.5332,6086938.696
688262.7094,6086219.119
686972.6442,6083650.465
687118.6919,6084250.076
685746.7973,6085523.523
686059.4967,6086380.293
687745.662,6087170.526
684907.8923,6084441.948
685730.6521,6087157.285
685031.9398,6087279.629
687429.5309,6086208.904
685406.2141,6084885.498
688195.8378,6085247.235
687820.6161,6084850.987
685923.5635,6085561.359
685354.4313,6083792.269
686948.0743,6084523.928
685871.0468,6084370.039
687690.3203,6085584.399
687535.4546,6084602.105
686183.0479,6085172.206
684875.4886,6086277.44
685079.667,6087356.987
688571.9848,6083899.531
685744.2995,6086297.531
688113.5502,6085569.581
687289.6707,6084829.335
688392.4297,6086524.25
685185.1578,6084624.7
687252.2796,6083658.657
685936.5658,6084882.235
687151.8297,6084070.386
686504.6203,6083613.284
684884.4506,6085346.606
688347.5108,6084710.954
686769.1791,6085273.206
684676.5142,6085957.965
687142.7295,6086470.928
688070.6515,6087550.499
686394.8218,6086447.34
688500.0007,6084886.986
688167.9953,6084848.949
685350.8375,6087031.939
686625.27,6085935.78
687042.1589,6085986.463
687419.4824,6086833.547
688182.1444,6085699.125
685582.4592,6087232.221
687099.0692,6087426.964
687202.9586,6085862.197
687044.0585,6085889.309
686718.643,6084946.187
684956.7739,6086024.774
688214.8618,6086679.298
688381.3215,6085536.723
688212.2826,6087075.156
688348.1644,6086716.278
685307.8218,6084511.08
686206.3187,6084350.297
686987.9878,6087601.591
687446.4463,6086514.353
688418.5925,6084399.756
688355.116,6084801.775
685439.0624,6086321.959
685380.4638,6086191.08
687422.2829,6087561.542
686603.8884,6086486.713
686417.6805,6086663.171
686880.4338,6085627.02
687816.1273,6084863.877
687874.4956,6085491.319
686629.1213,6083686.794
686795.3844,6083715.335
688634.1484,6084758.176
685516.3428,6086890.422
684821.9649,6086493.535
685254.364,6087595.234
684877.1192,6085016.622
684990.7703,6085783.992
684814.621,6084586.402
686627.16,6085424.919
686728.6312,6084924.965
684809.8255,6084130.194
685537.4884,6085720.092
686482.4012,6085592.971
688517.2707,6084179.809
686963.4088,6085276.448
684672.2669,6085679.326
686864.5191,6083709.07
685781.1865,6086543.871
688168.4872,6085807.968
686909.076,6086317.837
685697.6326,6084539.687
687852.1738,6083954.589
685642.6457,6085524.83
687125.1792,6086782.501
687580.7524,6087125.061
684967.2784,6084264.125
688546.6503,6085757.463
687518.114,6086229.472
688024.2076,6085023.364
685794.1496,6084694.468
687161.5173,6085086.567
686999.8755,6084935.516
686446.8923,6085238.764
686530.0259,6084158.311
686419.4905,6086382.203
685522.5063,6084406.299
685268.4609,6087162.649
688035.7653,6085812.666
685333.6691,6083951.498
688376.0696,6084907.201
685924.5293,6087568.43
684830.4314,6087276.176
687291.1397,6085338.814
684932.2508,6087156.028
686575.4836,6084144.368
687397.2397,6083961.687
686449.6081,6085371.14
686210.4006,6084537.541
685186.751,6085873.027
688458.3321,6085236.364
686377.6185,6083784.613
685878.1096,6087394.751
685017.4474,6083871.05
686295.3947,6086023.176
685689.4305,6086028.693
685420.9735,6087588.305
687646.6434,6083916.399
684857.4578,6084659.545
685816.141,6086715.811
688562.3246,6084281.202
684813.8671,6084523.086
687159.9546,6087579.901
687280.3433,6084158.092
687783.4569,6087101.756
687353.7548,6083773.143
686111.7316,6085027.725
687312.0645,6085262.788
684954.0563,6087208.618
687053.685,6083933.224
685057.9836,6085448.192
684905.323,6083838.482
686737.219,6085376.331
688392.6894,6085449.443
688225.1431,6085692.063
687243.4635,6083892.712
685396.5537,6085620.942
685460.5235,6085280.312
687720.2324,6087526.83
685753.0292,6087007.57
687672.8697,6086027.995
687805.3657,6086482.277
684961.4575,6084036.133
685112.6473,6085372.724
686623.5101,6085938.742
687857.3032,6083887.712
688645.0202,6084985.317
686492.0877,6085407.431
686596.0206,6087470.165
685323.7922,6085486.234
687482.0744,6085809.62
688204.295,6085060.541
685134.4037,6085143.462
684797.2572,6084028.254
688222.4215,6085045.391
685369.1117,6086396.127
686546.2626,6083977.934
686893.3896,6084766.864
686936.1365,6086591.989
685516.0892,6083849.177
688010.2286,6086221.934
686720.7711,6086171.247
687502.6489,6087380.525
684803.6928,6085326.884
685978.2725,6086981.371
686059.1452,6085781.046
688565.2263,6084677.27
687946.9627,6086273.495
686985.8938,6084253.602
688463.6713,6085531.958
687880.1797,6085410.354
687020.897,6087062.401
687180.5721,6084965.019
684923.6794,6085029.597
687445.6567,6085593.727
687608.0228,6083784.72
685410.9548,6084124.923
685004.9504,6085923.826
686992.3936,6086011.254
687727.6592,6086181.715
686332.9892,6085467.523
688110.305,6086772.367
687401.4614,6086881.85
685272.8507,6084732.325
