,country,year,pop,continent,lifeExp,gdpPercap
289,China,1957,637408000.0,Asia,50.54896,575.9870009
290,China,1962,665770000.0,Asia,44.50136,487.6740183
291,China,1967,754550000.0,Asia,58.381119999999996,612.7056934
292,China,1972,862030000.0,Asia,63.118880000000004,676.9000921
293,China,1977,943455000.0,Asia,63.96736,741.2374699
294,China,1982,1000281000.0,Asia,65.525,962.4213804999999
295,China,1987,1084035000.0,Asia,67.274,1378.904018
296,China,1992,1164970000.0,Asia,68.69,1655.784158
297,China,1997,1230075000.0,Asia,70.426,2289.234136
298,China,2002,1280400000.0,Asia,72.028,3119.280896
299,China,2007,1318683096.0,Asia,72.961,4959.1148539999995
300,Colombia,1952,12350771.0,Americas,50.643,2144.115096
301,Colombia,1957,14485993.0,Americas,55.118,2323.805581
302,Colombia,1962,17009885.0,Americas,57.863,2492.351109
303,Colombia,1967,19764027.0,Americas,59.963,2678.729839
304,Colombia,1972,22542890.0,Americas,61.623000000000005,3264.660041
305,Colombia,1977,25094412.0,Americas,63.836999999999996,3815.80787
306,Colombia,1982,27764644.0,Americas,66.653,4397.575659
307,Colombia,1987,30964245.0,Americas,67.768,4903.2191
308,Colombia,1992,34202721.0,Americas,68.421,5444.648617
309,Colombia,1997,37657830.0,Americas,70.313,6117.3617460000005
310,Colombia,2002,41008227.0,Americas,71.682,5755.259962
311,Colombia,2007,44227550.0,Americas,72.889,7006.580419
312,Comoros,1952,153936.0,Africa,40.715,1102.990936
313,Comoros,1957,170928.0,Africa,42.46,1211.1485480000001
314,Comoros,1962,191689.0,Africa,44.467,1406.648278
315,Comoros,1967,217378.0,Africa,46.472,1876.029643
316,Comoros,1972,250027.0,Africa,48.943999999999996,1937.577675
317,Comoros,1977,304739.0,Africa,50.93899999999999,1172.603047
318,Comoros,1982,348643.0,Africa,52.933,1267.100083
319,Comoros,1987,395114.0,Africa,54.926,1315.980812
320,Comoros,1992,454429.0,Africa,57.93899999999999,1246.90737
321,Comoros,1997,527982.0,Africa,60.66,1173.618235
322,Comoros,2002,614382.0,Africa,62.974,1075.811558
323,Comoros,2007,710960.0,Africa,65.152,986.1478792000001
324,"Congo, Dem. Rep.",1952,14100005.0,Africa,39.143,780.5423257
325,"Congo, Dem. Rep.",1957,15577932.0,Africa,40.652,905.8602302999999
326,"Congo, Dem. Rep.",1962,17486434.0,Africa,42.122,896.3146335000001
327,"Congo, Dem. Rep.",1967,19941073.0,Africa,44.056000000000004,861.5932424
328,"Congo, Dem. Rep.",1972,23007669.0,Africa,45.989,904.8960685000001
329,"Congo, Dem. Rep.",1977,26480870.0,Africa,47.803999999999995,795.757282
330,"Congo, Dem. Rep.",1982,30646495.0,Africa,47.784,673.7478181
331,"Congo, Dem. Rep.",1987,35481645.0,Africa,47.412,672.774812
332,"Congo, Dem. Rep.",1992,41672143.0,Africa,45.548,457.7191807
333,"Congo, Dem. Rep.",1997,47798986.0,Africa,42.586999999999996,312.188423
334,"Congo, Dem. Rep.",2002,55379852.0,Africa,44.966,241.16587650000002
335,"Congo, Dem. Rep.",2007,64606759.0,Africa,46.461999999999996,277.55185869999997
336,"Congo, Rep.",1952,854885.0,Africa,42.111000000000004,2125.621418
337,"Congo, Rep.",1957,940458.0,Africa,45.053000000000004,2315.056572
338,"Congo, Rep.",1962,1047924.0,Africa,48.435,2464.783157
339,"Congo, Rep.",1967,1179760.0,Africa,52.04,2677.9396420000003
340,"Congo, Rep.",1972,1340458.0,Africa,54.907,3213.152683
341,"Congo, Rep.",1977,1536769.0,Africa,55.625,3259.178978
342,"Congo, Rep.",1982,1774735.0,Africa,56.695,4879.507522
343,"Congo, Rep.",1987,2064095.0,Africa,57.47,4201.194936999999
344,"Congo, Rep.",1992,2409073.0,Africa,56.433,4016.239529
345,"Congo, Rep.",1997,2800947.0,Africa,52.961999999999996,3484.1643759999997
346,"Congo, Rep.",2002,3328795.0,Africa,52.97,3484.06197
347,"Congo, Rep.",2007,3800610.0,Africa,55.321999999999996,3632.557798
348,Costa Rica,1952,926317.0,Americas,57.206,2627.0094710000003
349,Costa Rica,1957,1112300.0,Americas,60.026,2990.010802
350,Costa Rica,1962,1345187.0,Americas,62.842,3460.937025
351,Costa Rica,1967,1588717.0,Americas,65.42399999999999,4161.727834
352,Costa Rica,1972,1834796.0,Americas,67.84899999999999,5118.146939
353,Costa Rica,1977,2108457.0,Americas,70.75,5926.876967
354,Costa Rica,1982,2424367.0,Americas,73.45,5262.734751
355,Costa Rica,1987,2799811.0,Americas,74.752,5629.915318
356,Costa Rica,1992,3173216.0,Americas,75.71300000000001,6160.416317
357,Costa Rica,1997,3518107.0,Americas,77.26,6677.045314
358,Costa Rica,2002,3834934.0,Americas,78.123,7723.447195000001
359,Costa Rica,2007,4133884.0,Americas,78.782,9645.06142
360,Cote d'Ivoire,1952,2977019.0,Africa,40.477,1388.594732
361,Cote d'Ivoire,1957,3300000.0,Africa,42.468999999999994,1500.895925
362,Cote d'Ivoire,1962,3832408.0,Africa,44.93,1728.8694280000002
363,Cote d'Ivoire,1967,4744870.0,Africa,47.35,2052.0504730000002
364,Cote d'Ivoire,1972,6071696.0,Africa,49.801,2378.201111
365,Cote d'Ivoire,1977,7459574.0,Africa,52.373999999999995,2517.736547
366,Cote d'Ivoire,1982,9025951.0,Africa,53.983000000000004,2602.710169
367,Cote d'Ivoire,1987,10761098.0,Africa,54.655,2156.9560690000003
368,Cote d'Ivoire,1992,12772596.0,Africa,52.044,1648.073791
369,Cote d'Ivoire,1997,14625967.0,Africa,47.99100000000001,1786.265407
370,Cote d'Ivoire,2002,16252726.0,Africa,46.832,1648.800823
371,Cote d'Ivoire,2007,18013409.0,Africa,48.328,1544.750112
372,Croatia,1952,3882229.0,Europe,61.21,3119.23652
373,Croatia,1957,3991242.0,Europe,64.77,4338.231617
374,Croatia,1962,4076557.0,Europe,67.13,5477.890018
375,Croatia,1967,4174366.0,Europe,68.5,6960.297861
376,Croatia,1972,4225310.0,Europe,69.61,9164.090127
377,Croatia,1977,4318673.0,Europe,70.64,11305.38517
378,Croatia,1982,4413368.0,Europe,70.46,13221.82184
379,Croatia,1987,4484310.0,Europe,71.52,13822.58394
380,Croatia,1992,4494013.0,Europe,72.527,8447.794873
381,Croatia,1997,4444595.0,Europe,73.68,9875.604515
382,Croatia,2002,4481020.0,Europe,74.876,11628.38895
383,Croatia,2007,4493312.0,Europe,75.748,14619.222719999998
384,Cuba,1952,6007797.0,Americas,59.42100000000001,5586.53878
385,Cuba,1957,6640752.0,Americas,62.325,6092.174359000001
386,Cuba,1962,7254373.0,Americas,65.24600000000001,5180.75591
387,Cuba,1967,8139332.0,Americas,68.29,5690.268015
388,Cuba,1972,8831348.0,Americas,70.723,5305.445256
389,Cuba,1977,9537988.0,Americas,72.649,6380.494965999999
390,Cuba,1982,9789224.0,Americas,73.717,7316.9181069999995
391,Cuba,1987,10239839.0,Americas,74.17399999999999,7532.924762999999
392,Cuba,1992,10723260.0,Americas,74.414,5592.843963
393,Cuba,1997,10983007.0,Americas,76.15100000000001,5431.990415
394,Cuba,2002,11226999.0,Americas,77.158,6340.646683
395,Cuba,2007,11416987.0,Americas,78.273,8948.102923
396,Czech Republic,1952,9125183.0,Europe,66.87,6876.14025
397,Czech Republic,1957,9513758.0,Europe,69.03,8256.343918
398,Czech Republic,1962,9620282.0,Europe,69.9,10136.86713
399,Czech Republic,1967,9835109.0,Europe,70.38,11399.44489
400,Czech Republic,1972,9862158.0,Europe,70.29,13108.4536
401,Czech Republic,1977,10161915.0,Europe,70.71,14800.160619999999
402,Czech Republic,1982,10303704.0,Europe,70.96,15377.22855
403,Czech Republic,1987,10311597.0,Europe,71.58,16310.4434
404,Czech Republic,1992,10315702.0,Europe,72.4,14297.021219999999
405,Czech Republic,1997,10300707.0,Europe,74.01,16048.51424
406,Czech Republic,2002,10256295.0,Europe,75.51,17596.210219999997
407,Czech Republic,2007,10228744.0,Europe,76.486,22833.30851
408,Denmark,1952,4334000.0,Europe,70.78,9692.385245
409,Denmark,1957,4487831.0,Europe,71.81,11099.65935
410,Denmark,1962,4646899.0,Europe,72.35,13583.31351
411,Denmark,1967,4838800.0,Europe,72.96,15937.21123
412,Denmark,1972,4991596.0,Europe,73.47,18866.20721
413,Denmark,1977,5088419.0,Europe,74.69,20422.9015
414,Denmark,1982,5117810.0,Europe,74.63,21688.04048
415,Denmark,1987,5127024.0,Europe,74.8,25116.17581
416,Denmark,1992,5171393.0,Europe,75.33,26406.73985
417,Denmark,1997,5283663.0,Europe,76.11,29804.34567
418,Denmark,2002,5374693.0,Europe,77.18,32166.500060000002
419,Denmark,2007,5468120.0,Europe,78.332,35278.41874
420,Djibouti,1952,63149.0,Africa,34.812,2669.529475
421,Djibouti,1957,71851.0,Africa,37.328,2864.9690760000003
422,Djibouti,1962,89898.0,Africa,39.693000000000005,3020.989263
423,Djibouti,1967,127617.0,Africa,42.074,3020.0505129999997
424,Djibouti,1972,178848.0,Africa,44.36600000000001,3694.2123520000005
425,Djibouti,1977,228694.0,Africa,46.519,3081.7610219999997
426,Djibouti,1982,305991.0,Africa,48.812,2879.4680670000002
427,Djibouti,1987,311025.0,Africa,50.04,2880.102568
428,Djibouti,1992,384156.0,Africa,51.604,2377.1561920000004
429,Djibouti,1997,417908.0,Africa,53.157,1895.016984
430,Djibouti,2002,447416.0,Africa,53.373000000000005,1908.2608670000002
